"project_key","branch","issue_key","rule","type","severity","status","resolution","message","component","file_path","line","effort","debt","author","assignee","tags","clean_code_attribute","security_impact","reliability_impact","maintainability_impact","creation_date","update_date","close_date"
"Tawuniya-CRM","DEV","275c2a57-176f-40e1-85fb-85910943d949","javascript:S125","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this commented out code.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_Customerservicemanagment_HIdeandshowsection.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_Customerservicemanagment_HIdeandshowsection.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","unused","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","27595e67-b8a9-4c36-aa84-e94dc486bbda","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","275b473a-fab2-40c0-a942-6d1a5dc2370d","javascript:S2392","CODE_SMELL","MAJOR","CLOSED","FIXED","Consider moving declaration of 'options' as it is referenced outside current binding context.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Approval/ey_ApprovalTransfer.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Approval/ey_ApprovalTransfer.js",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","pitfall","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","27a27de8-c4c5-494d-8199-d9e75e8f58d3","javascript:S2681","CODE_SMELL","MAJOR","CLOSED","FIXED","This statement will not be executed in a loop; only the first statement will be. The rest will execute only once.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe","FORMATTED","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","27dff01d-2ea5-4975-a3ba-4817adb05eb6","Web:S1827","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this deprecated ""align"" attribute.","Tawuniya-CRM:VeriTouch.CRM.Printing/PrintGenerationWebService/MemberByClassAgeBand.aspx","VeriTouch.CRM.Printing/PrintGenerationWebService/MemberByClassAgeBand.aspx",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","html5,obsolete","CONVENTIONAL","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","f0f5de84-e379-4520-bb47-7bd3124aaafd","javascript:S1121","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract the assignment of ""u[++a]"" from this expression.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,suspicious","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","f0f7feb2-27bd-429c-8bc5-5b66c714eafa","javascript:S2392","CODE_SMELL","MAJOR","CLOSED","FIXED","Consider moving declaration of 'eligibilityLetterParameters' as it is referenced outside current binding context.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersons_customer_document_Preview.html","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersons_customer_document_Preview.html",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","pitfall","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","27a5b39e-4b9d-4fd8-b61e-3a3fdd82d9f4","javascript:S1854","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this useless assignment to variable ""contactId"".","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js",,"1min","1min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,unused","LOGICAL","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","f10cd2c0-8a06-4142-a04b-5dd12059840a","xml:S125","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this commented out code.","Tawuniya-CRM:VeriLink-IAL/Source/VPWebIntegrationAccessLayer/Web.config","VeriLink-IAL/Source/VPWebIntegrationAccessLayer/Web.config",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","unused","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","273de7ad-356c-49ec-b278-599a45f01629","javascript:S1854","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this useless assignment to variable ""lastIntegrationFailueDateAttribute"".","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_person360.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_person360.js",,"1min","1min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,unused","LOGICAL","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","2708d02e-a7d6-4f82-9992-a6d0ca801dfd","javascript:S3358","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract this nested ternary operation into an independent statement.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","f160480d-dfb6-41ba-9b69-7011b4363cc8","javascript:S125","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this commented out code.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","unused","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","26f103fc-d09e-4b0b-8927-2e786375dab9","javascript:S1121","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract the assignment of ""s"" from this expression.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,suspicious","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","26eed746-cf41-438b-a57d-2b804b12facd","javascript:S2681","CODE_SMELL","MAJOR","CLOSED","FIXED","This statement will not be executed in a loop; only the first statement will be. The rest will execute only once.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe","FORMATTED","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","26ef7a52-d4a8-48f7-9436-6dd754ff35e1","tsql:S1110","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove these useless parentheses.","Tawuniya-CRM:VeriLink-IAL/Source/SQLScript/VeriLink-Insurance_SchemaScript.sql","VeriLink-IAL/Source/SQLScript/VeriLink-Insurance_SchemaScript.sql",,"1min","1min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","f1592cc8-db9a-42b1-8cf7-0e9639780c30","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","2737a7bd-ecad-4631-95ce-931632b14038","javascript:S2392","CODE_SMELL","MAJOR","CLOSED","FIXED","Consider moving declaration of 'combinedFetchXml' as it is referenced outside current binding context.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","pitfall","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","273dd2e1-4129-4578-a383-4ea5c6a02059","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","f14086d2-dcc6-4f47-8732-f581b95ad760","javascript:S1854","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this useless assignment to variable ""actionUpdateDateTime"".","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_person360.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_person360.js",,"1min","1min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,unused","LOGICAL","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","2729dd56-81e0-4b56-b710-a802fa8ed2bc","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","f14a37f5-c6ef-484a-a047-f26743be75f4","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3def517f-f93e-441a-9486-3efccbd96dd4","javascript:S3358","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract this nested ternary operation into an independent statement.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","ea51779e-62b3-4541-9882-6c0f333aaa1f","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3dd9cc61-ffaf-42e2-b97b-0c0813706a9e","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3dc3df2f-ddbb-4c67-9ce9-0201325c2d70","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3dc4c5a5-e137-42fc-86b3-cc1c3f9e5938","javascript:S1121","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract the assignment of ""this.t"" from this expression.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,suspicious","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3df482cf-1269-47dc-bd58-393ce846d839","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3e22390d-1483-4d14-b068-b72b30647346","javascript:S2681","CODE_SMELL","MAJOR","CLOSED","FIXED","This statement will not be executed in a loop; only the first statement will be. The rest will execute only once.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe","FORMATTED","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3e251a0e-4ee8-4aff-8a2b-713719ef354e","javascript:S3358","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract this nested ternary operation into an independent statement.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3e1a2942-684e-4009-a269-62529e99cab0","javascript:S125","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this commented out code.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersons_customer_document_Preview.html","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersons_customer_document_Preview.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","unused","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3dfa44bc-57b8-4cb7-8524-2fe2abe081b9","javascript:S2681","CODE_SMELL","MAJOR","CLOSED","FIXED","This statement will not be executed in a loop; only the first statement will be. The rest will execute only once.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe","FORMATTED","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3e17263f-f056-420c-a6b4-278c4233e3a2","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3dbd8a81-1306-491c-9d7e-6f13ed654e92","javascript:S1121","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract the assignment of ""o"" from this expression.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,suspicious","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3d894cb3-8f7e-464c-a82e-c75f8c98aaa8","tsql:S1110","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove these useless parentheses.","Tawuniya-CRM:VeriLink-IAL/Source/SQLScript/VeriLink-Insurance_SchemaScript.sql","VeriLink-IAL/Source/SQLScript/VeriLink-Insurance_SchemaScript.sql",,"1min","1min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ea762fef-c0ba-4b66-b965-224f9161690a","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3d7fa877-6045-4a4e-9a10-a1058836a369","javascript:S3358","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract this nested ternary operation into an independent statement.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3d5c4fa6-9271-492d-ba92-75e30fd07023","javascript:S2392","CODE_SMELL","MAJOR","CLOSED","FIXED","Consider moving declaration of 'parameters' as it is referenced outside current binding context.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","pitfall","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3d6e2757-e1e4-4562-bf1d-21f950f0fc5a","javascript:S1121","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract the assignment of ""u"" from this expression.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe,suspicious","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3d97868e-4798-463f-9413-f117076f5bf0","javascript:S125","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this commented out code.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_DisplayClaimDocumentDetails.html","Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_DisplayClaimDocumentDetails.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","unused","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ea67cb57-5dd2-4ce7-bfff-253976792636","javascript:S3358","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract this nested ternary operation into an independent statement.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3dbb41f5-422e-49dd-accb-17d4b5dfc75f","javascript:S125","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this commented out code.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","unused","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3db4767d-114b-432a-ab59-78f750433db2","javascript:S2392","CODE_SMELL","MAJOR","CLOSED","FIXED","Consider moving declaration of 'a' as it is referenced outside current binding context.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","pitfall","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3da0d10d-9c30-422a-9ee2-3f5112c2f9a7","tsql:S1542","CODE_SMELL","MAJOR","CLOSED","FIXED","Rename procedure ""sp_UpdateLogHostCommunications"" to match the regular expression ""(?i)(?!sp_).*"".","Tawuniya-CRM:VeriLink-IAL/Source/SQLScript/VeriLink-Insurance_SchemaScript.sql","VeriLink-IAL/Source/SQLScript/VeriLink-Insurance_SchemaScript.sql",,"10min","10min","dsedhom@tawuniya.com","david-wadih-sedhom18753","convention","IDENTIFIABLE","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3da32598-118c-4e85-95e7-25e7342b0c0a","javascript:S2681","CODE_SMELL","MAJOR","CLOSED","FIXED","This statement will not be executed in a loop; only the first statement will be. The rest will execute only once.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","cwe","FORMATTED","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3ecbe2be-6f67-46c1-ac07-0f1efac82219","javascript:S3358","CODE_SMELL","MAJOR","CLOSED","FIXED","Extract this nested ternary operation into an independent statement.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","confusing","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3ed2a0f1-5c78-4f11-8a0f-4bf5af74ad05","javascript:S878","CODE_SMELL","MAJOR","CLOSED","FIXED","Unexpected use of comma operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3eb006b7-05d0-4368-ab0f-6cda760beb2d","javascript:S125","CODE_SMELL","MAJOR","CLOSED","FIXED","Remove this commented out code.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","unused","CLEAR","","","MEDIUM","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3ea16091-c14b-48f8-bc36-338713e9281d","Web:S6853","CODE_SMELL","MAJOR","CLOSED","FIXED","A form label must be associated with a control.","Tawuniya-CRM:VeriTouch.CRM.Printing/PrintGenerationWebService/UploadOutboundPCNB.aspx","VeriTouch.CRM.Printing/PrintGenerationWebService/UploadOutboundPCNB.aspx",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","accessibility","LOGICAL","","MEDIUM","","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
